,workstring,workstring_beta,curlemma,curlemma_beta,stemtype,stemclass,persons,numbers,tenses,voices,moods,genders,cases,degrees,dialects,misc
14196,εύσηφι,eu/shfi,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic,suff_acc contr
14197,εούσηφι,eou/shfi,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic,suff_acc
14198,εούσῃς,eou/sh|s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic,suff_acc
14199,εούσαισι,eou/saisi,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc poetic
14200,εούσαισιν,eou/saisin,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc nu_movable poetic
14201,εούσῃσι,eou/sh|si,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc
14202,εύσαισιν,eu/saisin,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc contr nu_movable poetic
14203,εύσαισι,eu/saisi,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc contr poetic
14204,εύσῃσι,eu/sh|si,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc contr
14205,εούσῃσιν,eou/sh|sin,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc nu_movable
14206,εύσῃσιν,eu/sh|sin,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic ionic,suff_acc contr nu_movable
14207,εύσαις,eu/sais,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic doric ionic,suff_acc contr
14208,εούσαις,eou/sais,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,dat,na,epic doric ionic,suff_acc
14209,οῦντας,ou=ntas,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,masc,acc,na,attic epic doric,contr
14210,ίοντας,i/ontas,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,masc,acc,na,doric laconia,na
14211,εῦντας,eu=ntas,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,masc,acc,na,epic doric ionic,contr
14212,έοντας,e/ontas,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,masc,acc,na,epic doric ionic aeolic,na
14213,ούσᾱς,ou/sa_s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,acc,na,attic epic doric,suff_acc contr
14214,ιοίσᾱς,ioi/sa_s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,acc,na,doric laconia,suff_acc
14215,οίσᾱς,oi/sa_s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,acc,na,doric,suff_acc contr
14216,εοίσᾱς,eoi/sa_s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,acc,na,doric aeolic,suff_acc
14217,εούσᾱς,eou/sa_s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,acc,na,epic doric ionic,suff_acc
14218,εύσᾱς,eu/sa_s,n a,n a,ew_fut,pp_fu,na,pl,fut,act,part,fem,acc,na,epic doric ionic,suff_acc contr
14219,οῦμαι,ou=mai,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,ind,na,na,na,attic epic doric,contr
14220,ίομαι,i/omai,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,ind,na,na,na,doric laconia,na
14221,εῦμαι,eu=mai,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,ind,na,na,na,epic doric ionic,contr
14222,έομαι,e/omai,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,ind,na,na,na,epic doric ionic aeolic,na
14223,εῖ,ei=,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,attic epic doric ionic,contr
14224,ῇ,h=|,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,na,contr
14225,εῖαι,ei=ai,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,epic,contr
14226,έαι,e/ai,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,epic ionic,na
14227,εαι,eai,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,epic ionic,na
14228,έεαι,e/eai,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,epic ionic,na
14229,έει,e/ei,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,epic ionic,na
14230,έῃ,e/h|,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,ind,na,na,na,epic ionic,na
14231,εῖται,ei=tai,n a,n a,ew_fut,pp_fu,3rd,sg,fut,mid,ind,na,na,na,attic epic,contr
14232,ῆται,h=tai,n a,n a,ew_fut,pp_fu,3rd,sg,fut,mid,ind,na,na,na,doric aeolic,contr
14233,έεται,e/etai,n a,n a,ew_fut,pp_fu,3rd,sg,fut,mid,ind,na,na,na,epic ionic,na
14234,εῖσθον,ei=sqon,n a,n a,ew_fut,pp_fu,2nd,dual,fut,mid,ind,na,na,na,attic epic,contr
14235,ῆσθον,h=sqon,n a,n a,ew_fut,pp_fu,2nd,dual,fut,mid,ind,na,na,na,doric aeolic,contr
14236,έεσθον,e/esqon,n a,n a,ew_fut,pp_fu,2nd,dual,fut,mid,ind,na,na,na,epic ionic,na
14237,εῖσθον,ei=sqon,n a,n a,ew_fut,pp_fu,3rd,dual,fut,mid,ind,na,na,na,attic epic,contr
14238,ῆσθον,h=sqon,n a,n a,ew_fut,pp_fu,3rd,dual,fut,mid,ind,na,na,na,doric aeolic,contr
14239,έεσθον,e/esqon,n a,n a,ew_fut,pp_fu,3rd,dual,fut,mid,ind,na,na,na,epic ionic,na
14240,ούμεσθα,ou/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,attic epic doric,contr poetic
14241,ούμεθα,ou/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,attic epic doric,contr
14242,ιόμεθα,io/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,doric laconia,na
14243,ιόμεσθα,io/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,doric laconia,poetic
14244,εύμεθα,eu/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,epic doric ionic,contr
14245,εύμεσθα,eu/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,epic doric ionic,contr poetic
14246,εόμεθα,eo/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,epic doric ionic aeolic,na
14247,εόμεσθα,eo/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,ind,na,na,na,epic doric ionic aeolic,poetic
14248,εῖσθε,ei=sqe,n a,n a,ew_fut,pp_fu,2nd,pl,fut,mid,ind,na,na,na,attic epic,contr
14249,ῆσθε,h=sqe,n a,n a,ew_fut,pp_fu,2nd,pl,fut,mid,ind,na,na,na,doric aeolic,contr
14250,έεσθε,e/esqe,n a,n a,ew_fut,pp_fu,2nd,pl,fut,mid,ind,na,na,na,epic ionic,na
14251,οῦνται,ou=ntai,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,ind,na,na,na,attic epic doric,contr
14252,ίονται,i/ontai,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,ind,na,na,na,doric laconia,na
14253,εῦνται,eu=ntai,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,ind,na,na,na,epic doric ionic,contr
14254,έονται,e/ontai,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,ind,na,na,na,epic doric ionic aeolic,na
14255,οίμην,oi/mhn,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,opt,na,na,na,attic epic doric,contr
14256,ιοίμην,ioi/mhn,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,opt,na,na,na,doric laconia,na
14257,οίμᾱν,oi/ma_n,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,opt,na,na,na,doric,contr
14258,ιοίμᾱν,ioi/ma_n,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,opt,na,na,na,doric laconia,na
14259,εοίμᾱν,eoi/ma_n,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,opt,na,na,na,doric aeolic,na
14260,εοίμην,eoi/mhn,n a,n a,ew_fut,pp_fu,1st,sg,fut,mid,opt,na,na,na,epic doric ionic aeolic,na
14261,οῖο,oi=o,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,opt,na,na,na,attic epic doric,contr
14262,ίοιο,i/oio,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,opt,na,na,na,doric laconia,na
14263,έοιο,e/oio,n a,n a,ew_fut,pp_fu,2nd,sg,fut,mid,opt,na,na,na,epic doric ionic aeolic,na
14264,οῖτο,oi=to,n a,n a,ew_fut,pp_fu,3rd,sg,fut,mid,opt,na,na,na,attic epic doric,contr
14265,ίοιτο,i/oito,n a,n a,ew_fut,pp_fu,3rd,sg,fut,mid,opt,na,na,na,doric laconia,na
14266,έοιτο,e/oito,n a,n a,ew_fut,pp_fu,3rd,sg,fut,mid,opt,na,na,na,epic doric ionic aeolic,na
14267,οίμεθα,oi/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,opt,na,na,na,attic epic doric,contr
14268,οίμεσθα,oi/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,opt,na,na,na,attic epic doric,contr poetic
14269,ιοίμεσθα,ioi/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,opt,na,na,na,doric laconia,poetic
14270,ιοίμεθα,ioi/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,opt,na,na,na,doric laconia,na
14271,εοίμεσθα,eoi/mesqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,opt,na,na,na,epic doric ionic aeolic,poetic
14272,εοίμεθα,eoi/meqa,n a,n a,ew_fut,pp_fu,1st,pl,fut,mid,opt,na,na,na,epic doric ionic aeolic,na
14273,οῖσθε,oi=sqe,n a,n a,ew_fut,pp_fu,2nd,pl,fut,mid,opt,na,na,na,attic epic doric,contr
14274,ίοισθε,i/oisqe,n a,n a,ew_fut,pp_fu,2nd,pl,fut,mid,opt,na,na,na,doric laconia,na
14275,έοισθε,e/oisqe,n a,n a,ew_fut,pp_fu,2nd,pl,fut,mid,opt,na,na,na,epic doric ionic aeolic,na
14276,οῖντο,oi=nto,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,opt,na,na,na,attic epic doric,contr
14277,ίοιντο,i/ointo,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,opt,na,na,na,doric laconia,na
14278,οίατο,oi/ato,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,opt,na,na,na,epic,contr
14279,εοίατο,eoi/ato,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,opt,na,na,na,epic ionic,na
14280,έοιντο,e/ointo,n a,n a,ew_fut,pp_fu,3rd,pl,fut,mid,opt,na,na,na,epic doric ionic aeolic,na
14281,εῖσθαι,ei=sqai,n a,n a,ew_fut,pp_fu,na,na,fut,mid,inf,na,na,na,attic epic,contr
14282,ῆσθαι,h=sqai,n a,n a,ew_fut,pp_fu,na,na,fut,mid,inf,na,na,na,doric aeolic,contr
14283,έεσθαι,e/esqai,n a,n a,ew_fut,pp_fu,na,na,fut,mid,inf,na,na,na,epic ionic,na
14284,ούμενος,ou/menos,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,nom,na,attic epic doric,contr
14285,ιόμενος,io/menos,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,nom,na,doric laconia,na
14286,εύμενος,eu/menos,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,nom,na,epic doric ionic,contr
14287,εόμενος,eo/menos,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,nom,na,epic doric ionic aeolic,na
14288,ουμένη,oume/nh,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,attic epic,contr
14289,ουμένη,oume/nh,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,attic epic,contr
14290,ουμένᾱ,oume/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,doric,contr
14291,ουμένᾱ,oume/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,doric,contr
14292,ιομένᾱ,iome/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,doric laconia,na
14293,ιομένᾱ,iome/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,doric laconia,na
14294,ευμένᾱ,eume/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,doric,contr
14295,ευμένᾱ,eume/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,doric,contr
14296,εομένᾱ,eome/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,doric aeolic,na
14297,εομένᾱ,eome/na_,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,doric aeolic,na
14298,ευμένη,eume/nh,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,epic ionic,contr
14299,ευμένη,eume/nh,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,epic ionic,contr
14300,εομένη,eome/nh,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,nom,na,epic ionic,na
14301,εομένη,eome/nh,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,voc,na,epic ionic,na
14302,ούμενον,ou/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,nom,na,attic epic doric,contr
14303,ούμενον,ou/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,voc,na,attic epic doric,contr
14304,ούμενον,ou/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,acc,na,attic epic doric,contr
14305,ιόμενον,io/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,nom,na,doric laconia,na
14306,ιόμενον,io/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,voc,na,doric laconia,na
14307,ιόμενον,io/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,acc,na,doric laconia,na
14308,εύμενον,eu/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,nom,na,epic doric ionic,contr
14309,εύμενον,eu/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,voc,na,epic doric ionic,contr
14310,εύμενον,eu/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,acc,na,epic doric ionic,contr
14311,εόμενον,eo/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,nom,na,epic doric ionic aeolic,na
14312,εόμενον,eo/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,voc,na,epic doric ionic aeolic,na
14313,εόμενον,eo/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,acc,na,epic doric ionic aeolic,na
14314,ουμένου,oume/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,attic epic doric,contr
14315,ουμένου,oume/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,attic epic doric,contr
14316,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,doric laconia,na
14317,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,doric laconia,na
14318,ιομένου,iome/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,doric laconia,na
14319,ιομένου,iome/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,doric laconia,na
14320,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,doric,contr
14321,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,doric,contr
14322,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,doric,contr
14323,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,doric,contr
14324,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,doric aeolic,na
14325,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,doric aeolic,na
14326,εομένοιο,eome/noio,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,epic,na
14327,εομένοιο,eome/noio,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,epic,na
14328,ουμένοιο,oume/noio,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,epic,contr
14329,ουμένοιο,oume/noio,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,epic,contr
14330,ευμένοιο,eume/noio,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,epic,contr
14331,ευμένοιο,eume/noio,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,epic,contr
14332,ευμένου,eume/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,epic doric ionic,contr
14333,ευμένου,eume/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,epic doric ionic,contr
14334,εομένου,eome/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,gen,na,epic doric ionic aeolic,na
14335,εομένου,eome/nou,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,gen,na,epic doric ionic aeolic,na
14336,ουμένης,oume/nhs,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,attic epic,contr
14337,ιομένᾱς,iome/na_s,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,doric laconia,na
14338,ουμένᾱς,oume/na_s,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,doric,contr
14339,ευμένᾱς,eume/na_s,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,doric,contr
14340,εομένᾱς,eome/na_s,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,doric aeolic,na
14341,εομένης,eome/nhs,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,epic ionic,na
14342,ευμένης,eume/nhs,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,gen,na,epic ionic,contr
14343,ουμένῳ,oume/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,dat,na,attic epic doric,contr
14344,ουμένῳ,oume/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,dat,na,attic epic doric,contr
14345,ιομένῳ,iome/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,dat,na,doric laconia,na
14346,ιομένῳ,iome/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,dat,na,doric laconia,na
14347,ευμένῳ,eume/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,dat,na,epic doric ionic,contr
14348,ευμένῳ,eume/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,dat,na,epic doric ionic,contr
14349,εομένῳ,eome/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,dat,na,epic doric ionic aeolic,na
14350,εομένῳ,eome/nw|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,neut,dat,na,epic doric ionic aeolic,na
14351,ουμένῃ,oume/nh|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,attic epic,contr
14352,ευμένᾱͅ,eume/na_|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,doric,contr
14353,ουμένᾱͅ,oume/na_|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,doric,contr
14354,ιομένᾱͅ,iome/na_|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,doric laconia,na
14355,εομένᾱͅ,eome/na_|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,doric aeolic,na
14356,εομένῃ,eome/nh|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,epic ionic,na
14357,ευμένῃ,eume/nh|,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,dat,na,epic ionic,contr
14358,ούμενον,ou/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,acc,na,attic epic doric,contr
14359,ιόμενον,io/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,acc,na,doric laconia,na
14360,εύμενον,eu/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,acc,na,epic doric ionic,contr
14361,εόμενον,eo/menon,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,acc,na,epic doric ionic aeolic,na
14362,ουμένην,oume/nhn,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,attic epic,contr
14363,ουμένᾱν,oume/na_n,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,doric,contr
14364,ευμένᾱν,eume/na_n,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,doric,contr
14365,ιομένᾱν,iome/na_n,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,doric laconia,na
14366,εομένᾱν,eome/na_n,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,doric aeolic,na
14367,εομένην,eome/nhn,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,epic ionic,na
14368,ευμένην,eume/nhn,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,fem,acc,na,epic ionic,contr
14369,ούμενε,ou/mene,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,voc,na,attic epic doric,contr
14370,ιόμενε,io/mene,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,voc,na,doric laconia,na
14371,εύμενε,eu/mene,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,voc,na,epic doric ionic,contr
14372,εόμενε,eo/mene,n a,n a,ew_fut,pp_fu,na,sg,fut,mid,part,masc,voc,na,epic doric ionic aeolic,na
14373,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,nom,na,attic epic doric,contr
14374,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,voc,na,attic epic doric,contr
14375,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,acc,na,attic epic doric,contr
14376,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,nom,na,attic epic doric,contr
14377,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,voc,na,attic epic doric,contr
14378,ουμένω,oume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,acc,na,attic epic doric,contr
14379,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,nom,na,doric laconia,na
14380,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,voc,na,doric laconia,na
14381,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,acc,na,doric laconia,na
14382,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,nom,na,doric laconia,na
14383,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,voc,na,doric laconia,na
14384,ιομένω,iome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,acc,na,doric laconia,na
14385,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,nom,na,epic doric ionic,contr
14386,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,voc,na,epic doric ionic,contr
14387,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,acc,na,epic doric ionic,contr
14388,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,nom,na,epic doric ionic,contr
14389,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,voc,na,epic doric ionic,contr
14390,ευμένω,eume/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,acc,na,epic doric ionic,contr
14391,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,nom,na,epic doric ionic aeolic,na
14392,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,voc,na,epic doric ionic aeolic,na
14393,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,acc,na,epic doric ionic aeolic,na
14394,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,nom,na,epic doric ionic aeolic,na
14395,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,voc,na,epic doric ionic aeolic,na
14396,εομένω,eome/nw,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,acc,na,epic doric ionic aeolic,na
14397,ουμένᾱ,oume/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,nom,na,attic epic doric,contr
14398,ουμένᾱ,oume/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,voc,na,attic epic doric,contr
14399,ουμένᾱ,oume/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,acc,na,attic epic doric,contr
14400,ιομένᾱ,iome/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,nom,na,doric laconia,na
14401,ιομένᾱ,iome/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,voc,na,doric laconia,na
14402,ιομένᾱ,iome/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,acc,na,doric laconia,na
14403,ευμένᾱ,eume/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,nom,na,epic doric ionic,contr
14404,ευμένᾱ,eume/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,voc,na,epic doric ionic,contr
14405,ευμένᾱ,eume/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,acc,na,epic doric ionic,contr
14406,εομένᾱ,eome/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,nom,na,epic doric ionic aeolic,na
14407,εομένᾱ,eome/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,voc,na,epic doric ionic aeolic,na
14408,εομένᾱ,eome/na_,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,acc,na,epic doric ionic aeolic,na
